title_and_price,location,details,description,metro_stations,conditions_financieres,energy_GES,ref_date
"Location studio 22 m² Asnières-Sur-Seine (92600)
720 €",Asnières-sur-Seine (92600),"['1 pièce', '22 m²']","Dans un immeuble des années 30, très calme et bien entretenu, un studio au 3e étage sans ascenseur, donnant sur deux cours intérieures.
Gare SNCF d'Asnières à 5 min, St Lazare à 10 min.
Parquet massif au sol, peintures blanches refaites récemment.
Double vitrage.
Chauffage central inclus dans les charges.
Gardienne d'immeuble.
Cave en sous-sol.
Garage à vélo fermé et couvert possible.
Libre immédiatement.

Dpe en cours.

Merci de ne répondre à l'annonce que par la messagerie du site, avec impérativement votre situation professionnelle et vos garanties. Réponse assurée pour les dossiers sérieux.","['Les Agnettes', 'Gabriel Péri - Asnières - Gennevilliers', 'Bois-Colombes']","['', '', '', 'Loyer charges comprises\n720 € / mois', 'Dont charges\n70 € / mois', 'Dépôt de garantie\n650 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : F09/1424 / 28 février 2024
"Location meublée appartement 2 pièces 38 m² Boulogne-Billancourt
1.390 €",Boulogne-Billancourt (92100),"['2 pièces', '1 chambre', '38 m²']","Proche métros Jean Jaurès et Pont de St-Cloud. Toutes commodités et commerces.
Dans petite copropriété. 2 pièces 38 m² refait à neuf et meublé,
double exposition très dégagée et ensoleillée, vue square : cuisine équipée neuve avec électroménager neuf, parquet. Interphone.

Caution demandée.
Loyer : 1390 E/mois provision charges comprise.","['Conditions financières\nLoyer charges comprises\n1.390 € / mois\nDont charges\n20 € / mois\nDépôt de garantie\n2.740 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.390 € / mois\nDont charges\n20 € / mois\nDépôt de garantie\n2.740 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.390 € / mois\nDont charges\n20 € / mois\nDépôt de garantie\n2.740 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n1.390 € / mois', 'Dont charges\n20 € / mois', 'Dépôt de garantie\n2.740 €']","{'energy': 'D', 'GES': 'B'}",Réf. : 846/D031 / 28 février 2024
"Location meublée appartement 4 pièces 124 m² Antony (92160)
2.850 €",Antony (92160),"['4 pièces', '3 chambres', '124 m²']","Superbe duplex meublé de standing neuf, de 4 pièces très lumineux dans un secteur pavillonnaire au calme, proche du centre-ville avec terrasse de 20m2 avec vue imprenable sur la coulée verte sans vis à vis..

Prestations de qualité avec entrée, 1 cuisine séparée par une verrière,
1 grand salon, 3 grandes chambres avec nombreux rangements, 2 salles de bains, 2 wc, terrasse sur le toit et jardin privé avec accès direct coulée verte.

2850 €/mois charges comprises.","['Antony', 'La Croix de Berny', 'Fontaine-Michalon']","['', '', '', 'Loyer charges comprises\n2.850 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n5.500 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : D27/1065 / 28 février 2024
"Location studio 34 m² Boulogne-Billancourt
1.250 €",Boulogne-Billancourt (92100),"['1 pièce', '34 m²']","Proche métro Billancourt (ligne 9), rue de Silly à Boulogne Billancourt, studio non meublé de 34 m² situé au 5ème étage avec ascenseur.
Un box fermé et une cave complètent cet appartement.

Refait à neuf, il se compose :
une entrée avec placard aménagé, étagères et penderie, un beau séjour lumineux donnant sur un balcon de 6 m², cuisine moderne, réfrigérateur, plaques et hotte aspirante électriques, salle d'eau avec douche à l'italienne équipée d'un meuble vasque.
Branchement disponible pour lave-vaisselle, lave-linge et différents fours.
Sécurisé avec interphone et vigik.

Disponible immédiatement.
Sérieuses références demandées (avec garant de préférence).","['Boulogne - Pont de Saint-Cloud (Rhin et Danube)', 'Billancourt', 'Boulogne - Jean Jaurès']","['', '', '', 'Loyer charges comprises\n1.250 € / mois', 'Dont charges\n130 € / mois', 'Dépôt de garantie\n1.120 €']","{'energy': 'C', 'GES': 'C'}",Réf. : F07/1486 / 28 février 2024
"Location meublée appartement 3 pièces 71 m² Nice (06000)
1.450 €",Nice (06000),"['3 pièces', '2 chambres', '71 m²']","Libre de suite.
Appartement meublé de 3 pièces situé au 1er étage comprenant :
2 chambres climatisées, une grande pièce salon/salle à manger avec cuisine équipée avec îlot centrale, une salle de bain avec douche italienne, wc.
Chauffage collectif.

L’immeuble est accessible pour Personne à mobilité réduite.
Situé quartier des musiciens proche de la gare Nice Ville et de Jean Médecin.

Un emplacement box est disponible en sus.

Il sera demandé 2 mois de caution.
Le loyer est de 1.300 euros + 150 euros de provisions sur charges .","['Conditions financières\nLoyer charges comprises\n1.450 € / mois\nDont charges\n150 € / mois\nDépôt de garantie\n2.600 €', 'Conditions financières\nLoyer charges comprises\n1.450 € / mois\nDont charges\n150 € / mois\nDépôt de garantie\n2.600 €', 'Conditions financières\nLoyer charges comprises\n1.450 € / mois\nDont charges\n150 € / mois\nDépôt de garantie\n2.600 €']","['', '', '', 'Loyer charges comprises\n1.450 € / mois', 'Dont charges\n150 € / mois', 'Dépôt de garantie\n2.600 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : F19/2017 / 28 février 2024
"Location meublée appartement 3 pièces 35 m² Paris 20E (75020)
1.350 €",Paris 20e (75020),"['3 pièces', '2 chambres', '35 m²']","Appartement meublé.
Idéal colocation.
Au 2ème étage, calme, refait à neuf.
Isolation thermique classe C.

Il comprend :
Entrée
Séjour
2 chambres indépendantes (avec un lit convertible et un lit double, armoire/penderie, bureau )
Cuisine entièrement équipée, plaque induction, réfrigérateur/congélateur, lave-linge
Salle d'eau, douche, lavabo, wc

Fenêtres double vitrage, parquet massif.
Chauffage électrique basse consommation.

Fibre Wifi
Digicode, gardien
Espace à vélos
Cave

Situé rue de Ménilmontant
Transports, commerces, à proximité.
Location longue durée, +2 ans
Libre de suite.
Loyer 1350 €/mois charges comprises","['Ménilmontant', 'Couronnes', 'Père Lachaise']","['', '', '', 'Loyer charges comprises\n1.350 € / mois', 'Dont charges\n150 € / mois', 'Dépôt de garantie\n2.000 €', 'Loyer de référence majoré\n990,50 €', 'Complément de loyer\n209,50 €']","{'energy': 'C', 'GES': 'A'}",Réf. : F19/2019 / 28 février 2024
"Location meublée appartement 3 pièces 55 m² Marseille
880 €",Marseille 4e (13004),"['3 pièces', '2 chambres', '55 m²']","1 mn à pied tramway et gare de la Blancarde.

T3, 55 m2 meublé, très calme, luxe comprenant: climatisation, lave-linge, lave-vaisselle, four, réfrigérateur, congélateur, vaisselle, tv écran plat, lit, linge de maison.

Au 3e sans ascenseur.

Balcon panoramique plein sud. Etat neuf.

Loyer : 850€ + 30€ de charges.","['Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n30 € / mois\nDépôt de garantie\n1.800 €\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n30 € / mois\nDépôt de garantie\n1.800 €\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n30 € / mois\nDépôt de garantie\n1.800 €\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n880 € / mois', 'Dont charges\n30 € / mois', 'Dépôt de garantie\n1.800 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : 667/4090 / 28 février 2024
"Location appartement 2 pièces 51 m² Évry-Courcouronnes
1.122 €",Évry-Courcouronnes (91000),"['2 pièces', '1 chambre', '51 m²']","Disponible le 15 mars 2024 : T2 Evry-Cathédrale Quartier très central, très calme. Proche toutes commodités : commerces, parc, universités, mairie.
gare Evry-Courcouronnes RER D, Bus 401/402/407/9104/N135, Tram T12.

Appartement T2 de 51 m2, traversant, très clair, avec carrelage et parquet, au 3e étage dans immeuble architecturé de 3 étages de 1992), calme, bien entretenu, ascenseur. Belles vues.
Séjour 21 m2 orienté sud, grandes baies donnant sur une extension de terrasse couverte de 13 m2. Chambre 13 m2 avec placard. Salle de bain avec baignoire. Cuisine carrelée équipée : induction 4 foyers, hotte aspirante, évier, emplacement lave-linge, lave-vaisselle et frigo, 9 placards et rangements. Entrée avec placards, wc séparés avec placard.
Digicode. Ascenseur. Place parking en sous-sol, + local vélo sécurisé.
Prix : 1122 € : Loyer : 880€ + charges : 242 €.
Disponible 15 mars 2024.

DPE en cours.","['Evry - Courcouronnes', 'Le Bras de Fer - Évry - Génopole', 'Evry']","['', '', '', 'Loyer charges comprises\n1.122 € / mois', 'Dont charges\n242 € / mois', 'Dépôt de garantie\n880 €']","{'energy': 'D', 'GES': 'E'}",Réf. : F18/0262 / 27 février 2024
"Location studio 18,15 m² Perpignan (66000)
495 €",Perpignan (66000),"['1 pièce', '1 chambre', '18,15 m²']","Studio entièrement rénové.
1 pièce de 18,15 m2**. Porte fenêtre donnant sur balcon sans vis-à-vis.

Au sein de la résidence Le Carlit à Perpignan, quartier les Platanes au 3ème étage sur 6.

Pas de frais d'agence ,dossier solide avec REVENUS réguliers et 2 GARANTS obligatoires
Sinon aucune suite ne sera donnée au dossier
Éligible aux APL

Il se compose d'un coin salon, kitchenette équipée, salle d'eau avec wc.
Petit balcon à disposition de 4 m2.
Vue dégagée et sans vis-à-vis, à meubler selon votre goût.

Les charges comprennent le chauffage collectif ,eau froide, eau chaude, ascenseur, salaire du gardien, entretien des espaces verts, électricité et ménage des parties communes.

Prestations : ascenseur,digicode, gardien, vidéosurveillance,portail électrique, parking dans la résidence

Les + de ce bien** • Stationnement possible • Cuisine équipée • Balcon • Ascenseur • Proximité transports et commerces à pieds

Le logement est propre, rénové, calme sécurisé avec porte blindée neuve et serrure neuve 3 points .

Libre pour locataire seul ,sérieux avec dossier solide ,loyer 495 € /mois (loyer 380€ + 115 € de charges) APL possible + caution 2 mois de loyer hors charges restitués à la fin de la location

Modalité de récupération des charges locatives : Prévisionnelles mensuelles avec régularisation annuelle

Diagnostics immobiliers ok performance énergétique et GES en D","['Conditions financières\nLoyer charges comprises\n495 € / mois\nDont charges\n115 € / mois\nDépôt de garantie\n380 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n495 € / mois\nDont charges\n115 € / mois\nDépôt de garantie\n380 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n495 € / mois\nDont charges\n115 € / mois\nDépôt de garantie\n380 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n495 € / mois', 'Dont charges\n115 € / mois', 'Dépôt de garantie\n380 €']","{'energy': 'D', 'GES': 'D'}",Réf. : F15/2239 / 28 février 2024
"Location meublée appartement 2 pièces 45 m² Ivors (60141)
565 €",Ivors (60141),"['2 pièces', '1 chambre', '45 m²']","F2 de 45 m2 avec mezzanine, jardin-terrasse, à Ivors - 9km Villers, 12km Crepy.

Manoir datant de 1865. Refait à neuf. Cadre de vie exceptionnel en campagne et à proximité des grands axes. 69km de Paris. 12km Crépy. 9km Villers-Cotterêts.

Appartement meublé F2 de 45m2 avec mezzanine de 7m2 et jardin-terrasse. Décoration et mobilier. Haut de plafond. Cuisine équipée. 1 chambre. Jardin-terrasse. Terrain de 4.000 m2. Place de parking.

Loyer 530 E/mois + 35 E par mois charges. Possible d'installer une connexion privée par fibre optique. Avantages du Manoir La Florentine: Accès connexion fibre internet WIFI gratuit dans les parties communes.
Nous contacter de préférence par email ou message.","['Conditions financières\nLoyer charges comprises\n565 € / mois\nDont charges\n35 € / mois\nDépôt de garantie\n1.060 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG\nLogement à consommation énergétique excessive : classe F', 'Conditions financières\nLoyer charges comprises\n565 € / mois\nDont charges\n35 € / mois\nDépôt de garantie\n1.060 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG\nLogement à consommation énergétique excessive : classe F', 'Conditions financières\nLoyer charges comprises\n565 € / mois\nDont charges\n35 € / mois\nDépôt de garantie\n1.060 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG\nLogement à consommation énergétique excessive : classe F']","['', '', '', 'Loyer charges comprises\n565 € / mois', 'Dont charges\n35 € / mois', 'Dépôt de garantie\n1.060 €']","{'energy': 'F', 'GES': 'C'}",Réf. : A75/0928 / 22 février 2024
"Location appartement 3 pièces 58 m² Châtillon (92320)
1.500 €",Châtillon (92320),"['3 pièces', '2 chambres', '58 m²']","Nous louons notre appartement traversant refait à neuf en 2019 : peinture, parquet, cuisine, salle de bains, wc, électricité et faux plafonds,
Il est très lumineux grâce à son exposition et ses grandes portes fenêtres,
Surfaces 58 m2 / avec 2 chambres et un salon très lumineux , idéal pour un couple ou une petite famille !

Cuisine séparée du salon par une verrière style industriel, elle sera équipée d'un four, micro-ondes, plaque et lave vaisselle, (pas de frigo ni lave linge),

L'immeuble est rue Gabriel Péri, à 2 minutes du T6 (arrêt Châtillon centre) et à 15 min à pied du terminus de la ligne 13 (arrêt Châtillon Montrouge),
Place de parking en sous sol,
Crèche et école maternelle à 10 min à pied !

Disponible le 9 Mars 2024.

Loyer: 1500 E/mois dont 260 E de charges.
Location non meublée.

Dpe en cours.

N'hésitez pas à nous contacter si intéressés pour avoir plus de photos,
Au plaisir de vous rencontrer. ️","['Centre de Châtillon', 'Parc André Malraux', 'Vauban']","['', '', '', 'Loyer charges comprises\n1.500 € / mois', 'Dont charges\n260 € / mois', 'Dépôt de garantie\n1.240 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : F18/0836 / 28 février 2024
"Location meublée studio 25 m² Six-Fours-Les-Plages (83140)
690 €",Six-Fours-les-Plages (83140),"['1 pièce', '25 m²']","Studio moderne climatisé de 25 m2, équipé du WIFI avec terrasse de 10 m2, à 150 m des plages, commerces et restaurants, au 1er étage avec ascenseur dans résidence privée, situé dans le grand parc arboré de la Coudoulière.
Accès piscines privées et courts de tennis.
Très bien aménagé et fonctionnel, composé d'un salon avec cuisine américaine, 1 coin nuit avec lit double 140, + 1 canapé lit dans la partie salon, de grands placards, 1 salle d'eau + wc.
Équipements : Réfrigérateur avec compartiment congélateur, plaque électrique, four à micro-ondes, machine à laver, télévision connectée, plancha, machine à café, vaisselle pour 4 personnes...un inventaire sera fourni à votre arrivée.
Situé non loin de Sanary-sur- mer, Bandol et des calanques de Cassis, les possibilités de promenades ou randonnées dans un magnifique environnement sont très nombreuses.
LOCATION AU MOIS DU 1er MARS AU 29 JUIN 2024, puis à partir du 1er septembre 2024 jusqu'au 30 juin 2025.
LOCATION A LA SEMAINE EN JUILLET ET AOÛT avec prix dégressifs en fonction du nombre de semaines réservées.","['Conditions financières\nLoyer charges comprises\n690 € / mois\nDont charges\n140 € / mois\nDépôt de garantie\n1.000 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n690 € / mois\nDont charges\n140 € / mois\nDépôt de garantie\n1.000 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n690 € / mois\nDont charges\n140 € / mois\nDépôt de garantie\n1.000 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n690 € / mois', 'Dont charges\n140 € / mois', 'Dépôt de garantie\n1.000 €']","{'energy': 'B', 'GES': 'B'}",Réf. : E94/0605 / 28 février 2024
"Location meublée studio 30 m² Antibes
750 €",Antibes (06600),"['1 pièce', '30 m²']","Libre 1 Novembre .

Centre Ville Antibes, situation idéale pour découvrir Antibes à pied, marché provençal, restaurants, plages et commerces 10 mn à pied, station de bus à 10 mn pour visiter la région.

Luxueux studio, meublé, équipé, refait à neuf : lave-vaisselle, lave-linge, lave-linge, wifi,climatisation, porte blindée, tout le confort moderne ,TV etc... Tous commerces à pied, plage à 5 mn à pied, musée, médiathèque autour de l'appartement, rue piétonne, quartier très vivant toute l'année.
Loyer 750 Euros.
Sur la ligne de bus direct pour Sophia-Antipolis.

Pour facilité le contact avec les propriétaires, ils sont juste à coté.","['Conditions financières\nLoyer charges comprises\n750 € / mois\nDont charges\n50 € / mois\nDépôt de garantie\n750 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n750 € / mois\nDont charges\n50 € / mois\nDépôt de garantie\n750 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n750 € / mois\nDont charges\n50 € / mois\nDépôt de garantie\n750 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n750 € / mois', 'Dont charges\n50 € / mois', 'Dépôt de garantie\n750 €']","{'energy': 'C', 'GES': 'C'}",Réf. : C42/0147 / 28 février 2024
"Location studio 22 m² Asnières-Sur-Seine (92600)
720 €",Asnières-sur-Seine (92600),"['1 pièce', '22 m²']","Dans un immeuble des années 30, très calme et bien entretenu, un studio au 3e étage sans ascenseur, donnant sur deux cours intérieures.
Gare SNCF d'Asnières à 5 min, St Lazare à 10 min.
Parquet massif au sol, peintures blanches refaites récemment.
Double vitrage.
Chauffage central inclus dans les charges.
Gardienne d'immeuble.
Cave en sous-sol.
Garage à vélo fermé et couvert possible.
Libre immédiatement.

Dpe en cours.

Merci de ne répondre à l'annonce que par la messagerie du site, avec impérativement votre situation professionnelle et vos garanties. Réponse assurée pour les dossiers sérieux.","['Les Agnettes', 'Gabriel Péri - Asnières - Gennevilliers', 'Bois-Colombes']","['', '', '', 'Loyer charges comprises\n720 € / mois', 'Dont charges\n70 € / mois', 'Dépôt de garantie\n650 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : F09/1424 / 28 février 2024
"Location meublée appartement 2 pièces 38 m² Boulogne-Billancourt
1.390 €",Boulogne-Billancourt (92100),"['2 pièces', '1 chambre', '38 m²']","Proche métros Jean Jaurès et Pont de St-Cloud. Toutes commodités et commerces.
Dans petite copropriété. 2 pièces 38 m² refait à neuf et meublé,
double exposition très dégagée et ensoleillée, vue square : cuisine équipée neuve avec électroménager neuf, parquet. Interphone.

Caution demandée.
Loyer : 1390 E/mois provision charges comprise.","['Conditions financières\nLoyer charges comprises\n1.390 € / mois\nDont charges\n20 € / mois\nDépôt de garantie\n2.740 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.390 € / mois\nDont charges\n20 € / mois\nDépôt de garantie\n2.740 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n1.390 € / mois\nDont charges\n20 € / mois\nDépôt de garantie\n2.740 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n1.390 € / mois', 'Dont charges\n20 € / mois', 'Dépôt de garantie\n2.740 €']","{'energy': 'D', 'GES': 'B'}",Réf. : 846/D031 / 28 février 2024
"Location meublée appartement 4 pièces 124 m² Antony (92160)
2.850 €",Antony (92160),"['4 pièces', '3 chambres', '124 m²']","Superbe duplex meublé de standing neuf, de 4 pièces très lumineux dans un secteur pavillonnaire au calme, proche du centre-ville avec terrasse de 20m2 avec vue imprenable sur la coulée verte sans vis à vis..

Prestations de qualité avec entrée, 1 cuisine séparée par une verrière,
1 grand salon, 3 grandes chambres avec nombreux rangements, 2 salles de bains, 2 wc, terrasse sur le toit et jardin privé avec accès direct coulée verte.

2850 €/mois charges comprises.","['Antony', 'La Croix de Berny', 'Fontaine-Michalon']","['', '', '', 'Loyer charges comprises\n2.850 € / mois', 'Dont charges\n100 € / mois', 'Dépôt de garantie\n5.500 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : D27/1065 / 28 février 2024
"Location studio 34 m² Boulogne-Billancourt
1.250 €",Boulogne-Billancourt (92100),"['1 pièce', '34 m²']","Proche métro Billancourt (ligne 9), rue de Silly à Boulogne Billancourt, studio non meublé de 34 m² situé au 5ème étage avec ascenseur.
Un box fermé et une cave complètent cet appartement.

Refait à neuf, il se compose :
une entrée avec placard aménagé, étagères et penderie, un beau séjour lumineux donnant sur un balcon de 6 m², cuisine moderne, réfrigérateur, plaques et hotte aspirante électriques, salle d'eau avec douche à l'italienne équipée d'un meuble vasque.
Branchement disponible pour lave-vaisselle, lave-linge et différents fours.
Sécurisé avec interphone et vigik.

Disponible immédiatement.
Sérieuses références demandées (avec garant de préférence).","['Boulogne - Pont de Saint-Cloud (Rhin et Danube)', 'Billancourt', 'Boulogne - Jean Jaurès']","['', '', '', 'Loyer charges comprises\n1.250 € / mois', 'Dont charges\n130 € / mois', 'Dépôt de garantie\n1.120 €']","{'energy': 'C', 'GES': 'C'}",Réf. : F07/1486 / 28 février 2024
"Location meublée appartement 3 pièces 71 m² Nice (06000)
1.450 €",Nice (06000),"['3 pièces', '2 chambres', '71 m²']","Libre de suite.
Appartement meublé de 3 pièces situé au 1er étage comprenant :
2 chambres climatisées, une grande pièce salon/salle à manger avec cuisine équipée avec îlot centrale, une salle de bain avec douche italienne, wc.
Chauffage collectif.

L’immeuble est accessible pour Personne à mobilité réduite.
Situé quartier des musiciens proche de la gare Nice Ville et de Jean Médecin.

Un emplacement box est disponible en sus.

Il sera demandé 2 mois de caution.
Le loyer est de 1.300 euros + 150 euros de provisions sur charges .","['Conditions financières\nLoyer charges comprises\n1.450 € / mois\nDont charges\n150 € / mois\nDépôt de garantie\n2.600 €', 'Conditions financières\nLoyer charges comprises\n1.450 € / mois\nDont charges\n150 € / mois\nDépôt de garantie\n2.600 €', 'Conditions financières\nLoyer charges comprises\n1.450 € / mois\nDont charges\n150 € / mois\nDépôt de garantie\n2.600 €']","['', '', '', 'Loyer charges comprises\n1.450 € / mois', 'Dont charges\n150 € / mois', 'Dépôt de garantie\n2.600 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : F19/2017 / 28 février 2024
"Location meublée appartement 3 pièces 35 m² Paris 20E (75020)
1.350 €",Paris 20e (75020),"['3 pièces', '2 chambres', '35 m²']","Appartement meublé.
Idéal colocation.
Au 2ème étage, calme, refait à neuf.
Isolation thermique classe C.

Il comprend :
Entrée
Séjour
2 chambres indépendantes (avec un lit convertible et un lit double, armoire/penderie, bureau )
Cuisine entièrement équipée, plaque induction, réfrigérateur/congélateur, lave-linge
Salle d'eau, douche, lavabo, wc

Fenêtres double vitrage, parquet massif.
Chauffage électrique basse consommation.

Fibre Wifi
Digicode, gardien
Espace à vélos
Cave

Situé rue de Ménilmontant
Transports, commerces, à proximité.
Location longue durée, +2 ans
Libre de suite.
Loyer 1350 €/mois charges comprises","['Ménilmontant', 'Couronnes', 'Père Lachaise']","['', '', '', 'Loyer charges comprises\n1.350 € / mois', 'Dont charges\n150 € / mois', 'Dépôt de garantie\n2.000 €', 'Loyer de référence majoré\n990,50 €', 'Complément de loyer\n209,50 €']","{'energy': 'C', 'GES': 'A'}",Réf. : F19/2019 / 28 février 2024
"Location meublée appartement 3 pièces 55 m² Marseille
880 €",Marseille 4e (13004),"['3 pièces', '2 chambres', '55 m²']","1 mn à pied tramway et gare de la Blancarde.

T3, 55 m2 meublé, très calme, luxe comprenant: climatisation, lave-linge, lave-vaisselle, four, réfrigérateur, congélateur, vaisselle, tv écran plat, lit, linge de maison.

Au 3e sans ascenseur.

Balcon panoramique plein sud. Etat neuf.

Loyer : 850€ + 30€ de charges.","['Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n30 € / mois\nDépôt de garantie\n1.800 €\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n30 € / mois\nDépôt de garantie\n1.800 €\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n880 € / mois\nDont charges\n30 € / mois\nDépôt de garantie\n1.800 €\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n880 € / mois', 'Dont charges\n30 € / mois', 'Dépôt de garantie\n1.800 €']","{'energy': 'Not Available', 'GES': 'Not Available'}",Réf. : 667/4090 / 28 février 2024
"Location meublée chambre 12 m² Marnes-La-Coquette (92430)
650 €",Marnes-la-Coquette (92430),"['1 pièce', '1 chambre', '12 m²']","Colocation saisonnière d'un appartement 42m² avec terrasse :
A louer, entre le 8/2 et le 31/3/2024,

Un appartement de 42m² en colocation avec un étudiant à Marnes la coquette. Une chambre privative et partage avec l’autre colocataire d'une cuisine équipée, salle d'eau avec douche, wc et lave linge, un couloir desservant les 2 chambres et une grande terrasse.
Loyer mensuel 600€ - Provision pour charges : 50€.

Contact par Tel.
L'appartement, avec entrée indépendante, se trouve dans une maison particulière.

Transports : 4 min à pied de la gare de Vaucresson (Ligne L) qui vous mène en 15 min à La Défense et 30 min à Paris St Lazare. Versailles-centre à 15 min en bus. l'appartement est à15 min à pied de l'hôpital Raymond Poincaré de Garches et 10 min à pied d'un supermarché.
DPE réalisé le 4/8/2022 : Perf énergétique D (209) / dont Gaz à effet de serre : B (6) - Estimation des coûts annuels : entre 580 € et 820 € par an - Prix moyens des énergies indexés au 1er janvier 2021.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr","['Vaucresson', 'La Celle-Saint-Cloud', 'Garches - Marnes-la-Coquette']","['', '', '', 'Loyer charges comprises\n650 € / mois', 'Dont charges\n50 € / mois', 'Dépôt de garantie\n0 €']","{'energy': 'D', 'GES': 'B'}",Réf. : F13/1673 / 27 février 2024
"Location appartement 2 pièces 38 m² Le Perreux-Sur-Marne
855 €",Le Perreux-sur-Marne (94170),"['2 pièces', '1 chambre', '38 m²']","Beau 2 pièces de 38 m² . Dans quartier résidentiel pavillonnaire. Libre de suite. Cuisine aménagée, salle de bains en bon état. Une pièce principale ouverte sur cuisine, une entrée, une chambre.
Parquet flottant dans le salon et la chambre, radiateurs électriques neufs, radiateur sèche-serviette, double vitrage, belle vue dégagée sur la Marne. Situé dans un petit pavillon.
Dossier sérieux - revenus minimums (2600€). Garants demandés.","['Conditions financières\nLoyer charges comprises\n855 € / mois\nDont charges\n0 € / mois\nDépôt de garantie\n855 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n855 € / mois\nDont charges\n0 € / mois\nDépôt de garantie\n855 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG', 'Conditions financières\nLoyer charges comprises\n855 € / mois\nDont charges\n0 € / mois\nDépôt de garantie\n855 €\nClasse énergie\nA\nB\nC\nD\nE\nF\nG\nGES\nA\nB\nC\nD\nE\nF\nG']","['', '', '', 'Loyer charges comprises\n855 € / mois', 'Dont charges\n0 € / mois', 'Dépôt de garantie\n855 €']","{'energy': 'E', 'GES': 'E'}",Réf. : A37/1053 / 28 février 2024
